Montant_de_la_commande,Quantite,Prix_Unité,Montant_Remise,Montant_Livraison,a_code_promo,canal_vente,Type_client,ville_client,prix_catalogue,En_Promo,canal_produit,Categorie,Type_Vente,Type_paiement,Annee,Mois,Trimestre,Semestre,est_saison_haute,remise_pct,ratio_prix_catalogue
110.0,2,25.0,0.0,8.0,1,B2C,Particulier,Ariana,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
110.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ariana,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,0.8333333333333334
99.9,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,0.75
99.9,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
99.9,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
99.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,VERRES,Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
100.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,0.8333333333333334
50.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
95.0,2,25.0,0.0,8.0,1,B2C,Particulier,Ben Arous,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Ben Arous,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,6,Trimestre 2,Semestre 1,1,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Ben Arous,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,50.0,0.0,8.0,1,B2C,Particulier,Ben Arous,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
120.0,1,120.0,0.0,8.0,1,B2C,Particulier,Sousse,120.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
96.0,3,32.0,0.0,0.0,1,B2B,Entreprise,Ben Arous,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,0.8403361344537815
64.0,2,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,0.8403361344537815
120.0,3,40.0,0.0,0.0,1,B2B,Entreprise,Sousse,47.599999999999994,False,Terrain,JEUX,Terrain,VIREMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,0.8403361344537816
40.0,1,40.0,0.0,0.0,1,B2B,Entreprise,Sousse,47.599999999999994,False,Terrain,LUMINAIRES,Terrain,VIREMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,0.8403361344537816
98.9,1,49.9,0.0,8.0,1,B2C,Particulier,Jendouba,49.9,False,Site Web,VERRES,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
98.9,1,34.0,0.0,8.0,1,B2C,Particulier,Jendouba,34.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
98.9,1,15.0,0.0,8.0,1,B2C,Particulier,Jendouba,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
108.0,1,18.0,0.0,8.0,1,B2C,Particulier,Tunis,18.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
108.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
108.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,"CÉRAMIQUES, COUFFINS & FOUTAS",Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
108.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,"CÉRAMIQUES, COUFFINS & FOUTAS",Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
108.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,PARFUM D'AMBIANCE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
108.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,WALLET PAYMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
114.0,1,80.0,0.0,8.0,1,B2C,Particulier,Bizerte,80.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
114.0,1,34.0,0.0,8.0,1,B2C,Particulier,Bizerte,34.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
30.0,1,30.0,0.0,8.0,1,B2C,Particulier,Bizerte,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
30.0,1,30.0,0.0,8.0,1,B2C,Particulier,Ariana,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
86.0,1,86.0,0.0,8.0,1,B2C,Particulier,Tunis,86.0,False,Site Web,ÉLEMENT DE DÉCO,Site_Web,WALLET PAYMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
30.0,1,30.0,0.0,8.0,1,B2C,Particulier,Ben Arous,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,2,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
84.0,1,84.0,0.0,8.0,1,B2C,Particulier,Tunis,99.0,True,Site Web,LUMINAIRES,Site_Web,WALLET PAYMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,0.8484848484848485
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,WALLET PAYMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
65.0,1,65.0,0.0,8.0,1,B2C,Particulier,Tunis,65.0,False,Site Web,JEUX,Site_Web,WALLET PAYMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
93.0,1,48.0,0.0,8.0,1,B2C,Particulier,Tunis,48.0,False,Site Web,LA TOUCHE DÉCO,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
93.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
134.0,1,100.0,0.0,8.0,1,B2C,Particulier,Tunis,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
134.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
86.0,1,86.0,0.0,8.0,1,B2C,Particulier,Tunis,86.0,False,Site Web,ÉLEMENT DE DÉCO,Site_Web,WALLET PAYMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
103.0,1,58.0,0.0,8.0,1,B2C,Particulier,Ben Arous,58.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
103.0,1,45.0,0.0,8.0,1,B2C,Particulier,Ben Arous,45.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
91.0,1,46.0,0.0,8.0,1,B2C,Particulier,Tunis,46.0,False,Site Web,JEUX,Site_Web,WALLET PAYMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
91.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,JEUX,Site_Web,WALLET PAYMENT,2025,7,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,100.0,0.0,8.0,1,B2C,Particulier,Nabeul,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
115.0,1,90.0,0.0,8.0,1,B2C,Particulier,Sousse,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
115.0,1,25.0,0.0,8.0,1,B2C,Particulier,Sousse,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,0.8333333333333334
94.9,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
94.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,VERRES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
99.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
99.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
99.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
84.0,1,84.0,0.0,8.0,1,B2C,Particulier,Jendouba,99.0,True,Site Web,LUMINAIRES,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,0.8484848484848485
78.0,1,48.0,0.0,8.0,1,B2C,Particulier,Tunis,48.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
78.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
134.0,1,100.0,0.0,8.0,1,B2C,Particulier,Manubah,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
134.0,1,34.0,0.0,8.0,1,B2C,Particulier,Manubah,34.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
94.9,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
94.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,VERRES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,20.0,0.0,8.0,1,B2C,Particulier,Beja,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,35.0,0.0,8.0,1,B2C,Particulier,Beja,50.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,0.7
95.0,2,20.0,0.0,8.0,1,B2C,Particulier,Beja,20.0,False,Site Web,"CÉRAMIQUES, COUFFINS & FOUTAS",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
90.0,1,70.0,0.0,8.0,1,B2C,Particulier,Sidi Bou Zid,70.0,False,Site Web,ART DE TABLE,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
90.0,1,20.0,0.0,8.0,1,B2C,Particulier,Sidi Bou Zid,20.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
92.0,1,92.0,0.0,8.0,1,B2C,Particulier,Tunis,92.0,False,Site Web,BOIS D'OLIVIER,Site_Web,AUTRE,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
99.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
99.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
99.0,1,15.0,0.0,8.0,1,B2C,Particulier,Tunis,15.0,False,Site Web,"CÉRAMIQUES, COUFFINS & FOUTAS",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
86.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
86.0,1,18.0,0.0,8.0,1,B2C,Particulier,Tunis,18.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
86.0,1,18.0,0.0,8.0,1,B2C,Particulier,Tunis,18.0,False,Site Web,ART DE TABLE,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
49.9,1,49.9,0.0,8.0,1,B2C,Particulier,Zaghouan,49.9,False,Site Web,COFFRETS CADEAUX,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
150.0,1,150.0,0.0,0.0,1,B2C,Particulier,Tunis,150.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,0.8333333333333334
219.0,1,219.0,0.0,0.0,1,B2C,Particulier,Tunis,219.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,100.0,0.0,8.0,1,B2C,Particulier,Tunis,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
75.0,1,30.0,0.0,8.0,1,B2C,Particulier,Ariana,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
75.0,1,45.0,0.0,8.0,1,B2C,Particulier,Ariana,45.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
110.0,2,40.0,0.0,8.0,1,B2C,Particulier,Tunis,40.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
110.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
49.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,COFFRETS CADEAUX,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,35.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
99.8,2,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,COFFRETS CADEAUX,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
105.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
105.0,1,55.0,0.0,8.0,1,B2C,Particulier,Tunis,55.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
104.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
104.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
104.0,1,40.0,0.0,8.0,1,B2C,Particulier,Tunis,40.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
74.9,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
74.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,VERRES,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
95.0,1,70.0,0.0,8.0,1,B2C,Particulier,Tunis,70.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
155.0,1,90.0,0.0,0.0,1,B2C,Particulier,Sfax,90.0,False,Site Web,ARTISANAT,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
155.0,1,50.0,0.0,0.0,1,B2C,Particulier,Sfax,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
155.0,1,15.0,0.0,0.0,1,B2C,Particulier,Sfax,15.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,SCULPTURES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,3,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
128.0,4,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,0.8403361344537815
32.0,1,32.0,0.0,0.0,1,B2B,Entreprise,Ben Arous,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,0.8403361344537815
100.0,2,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
99.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,COFFRETS CADEAUX,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
99.9,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Sousse,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,100.0,0.0,8.0,1,B2C,Particulier,Tunis,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,100.0,0.0,8.0,1,B2C,Particulier,Monastir,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
105.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
105.0,2,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,ARTICLES EN CUIVRE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
85.0,1,85.0,0.0,8.0,1,B2C,Particulier,Ben Arous,85.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,100.0,0.0,8.0,1,B2C,Particulier,Ben Arous,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,100.0,0.0,8.0,1,B2C,Particulier,Tunis,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
135.0,1,45.0,0.0,8.0,1,B2C,Particulier,Ben Arous,45.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
135.0,1,90.0,0.0,8.0,1,B2C,Particulier,Ben Arous,90.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,80.0,0.0,8.0,1,B2C,Particulier,Ariana,90.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,0.8888888888888888
100.0,1,20.0,0.0,8.0,1,B2C,Particulier,Ariana,20.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
